grid,velocity,spread_rate,lambda,T,density,X_N2,X_AR,X_O,X_O2,X_H2,X_H,X_OH,X_H2O2,X_H2O,X_HO2,X_HCO,X_CH2,X_CO,X_CH2O,X_CO2,X_CH3,X_CH4,X_C2H4,X_CH3OH,X_C2H5,X_C2H6,X_CH3O,X_HOCHO,X_CH3O2,X_CH3O2H,X_C2H2,X_CH2CO,X_C3H4XA,X_C3H4XP,X_C3H5XA,X_C2H3,X_CH3CHO,X_C2H5O2,X_C3H3,X_C3H6,X_C2H3CHO,X_CH3COCH2,X_NXC3H7,X_C3H8,X_CH3COCH3,X_IXC3H7O2,X_NXC3H7O2,X_C4H6,X_C4H8X1,X_IXC4H7,X_IXC4H8,X_IXC3H5CHO,X_IXC3H6CO,X_IXC4H10,X_C4H10,X_IXC3H5CO,X_IXC4H7OH,X_IXC4H9O2,X_TXC4H9O2,X_PXC4H9O2,X_C5H9,X_IXC5H9,X_AXC5H10,X_C5H10X1,X_C6H11,X_C6H12X1,X_YXC7H14,X_NXC7H16,X_IXC8H18,X_CH,X_CH2GSG,X_CH2OH,X_HOCH2O,X_C2H,X_HCCO,X_CH2CHO,X_C2H5O,X_C2H3O1X2,X_CH3CO,X_C3H2,X_C3H5O,X_C3H5XT,X_IXC3H7,X_C2H3CO,X_CH2CCH2OH,X_C4H7,X_C4H7O,X_IXC4H7O,X_IXC4H9,X_PXC4H9,X_TXC4H9,X_TXC4H9O,X_IXC4H6OH,X_C4H8OOH1X3,X_IC4H8O2HXT,X_TC4H8O2HXI,X_NEOXC5H11,X_C5H11X1,X_C6H13X1,X_XXC7H13,X_XC7H13OXZ,X_C7H15X2,X_YXC7H15,X_CXC8H17,X_N,X_NH,X_NH2,X_NH3,X_NNH,X_NO,X_NO2,X_N2O,X_HNO,X_CN,X_HCN,X_H2CN,X_HCNN,X_HCNO,X_HOCN,X_HNCO,X_NCO,X_C
0.0,0.7554218243132519,9.823437769507911e-20,-30564.367957524748,300.0,4.6403309235693255,2.934514041610957e-16,1.945779093569937e-17,3.3612763033575136e-16,0.0,3.2068693516922957e-12,0.0,1.6720255473697778e-23,0.0,2.4477762417061204e-15,0.0,2.2740141593827417e-17,3.353055743055914e-15,6.166638510763645e-19,6.975740743336317e-15,0.0,0.0,0.0,0.0,4.377527996638712e-16,5.1332324477101306e-17,1.7608683547425517e-15,0.0,0.0,0.0,0.0,5.480987847915505e-17,8.669824939296542e-24,0.0,0.0,1.3318597189477054e-16,0.0,1.1600335476212733e-16,0.0,0.0,0.0,0.0,0.0,3.1379346019274325e-17,1.4311874793563764e-16,1.8313953638177215e-16,1.4137520371859537e-16,0.0,3.975444903103658e-17,1.4557407022739754e-16,0.0,0.0,8.744337212173182e-16,7.02902726558524e-18,0.0,0.0,6.042072090204513e-19,7.466882876820609e-17,0.0,5.040894603735962e-21,0.0,0.0,1.130136182501578e-16,0.0,0.0,4.737012326914009e-17,0.0,0.0,7.296301010922854e-19,0.9999999999967661,1.9650395993914224e-15,0.0,0.0,0.0,1.3509978528646246e-15,0.0,0.0,0.0,0.0,0.0,0.0,7.669637022180897e-18,0.0,0.0,1.8997687937611068e-19,0.0,0.0,1.2492759907250058e-17,0.0,0.0,7.063925105082646e-17,2.4389546336966753e-16,0.0,0.0,0.0,5.267978070114219e-24,7.007977360830459e-25,1.370400070465815e-19,0.0,1.6551720973619726e-21,0.0,2.1448041234757955e-27,0.0,0.0,9.007497669654644e-19,0.0,0.0,2.9393161421659806e-15,0.0,0.0,0.0,2.2481957664973848e-18,0.0,2.135036403149327e-15,2.1825172109771073e-16,2.4046626777957602e-23,0.0,0.0,0.0,3.986697188276253e-19,2.265127997944613e-16,1.0340465311096406e-18,4.922869693647644e-17
0.0018181818181818182,0.72659800291722,15.853101826606293,-30564.367957524748,299.99999999999824,4.640330922912794,1.2358722449134482e-15,2.148986220974853e-17,8.318619557325148e-20,0.0,1.4723847594521536e-10,0.0,2.4902765262853503e-21,0.0,2.9103846583079164e-15,0.0,2.2739557801820435e-17,2.3587221488521433e-15,7.734297790385914e-17,6.975469718533999e-15,0.0,0.0,0.0,0.0,4.3735329841656427e-16,5.0738389774483513e-17,1.7609517189705902e-15,0.0,0.0,0.0,0.0,0.0,2.4879857822455804e-21,0.0,0.0,1.3381228568045027e-16,0.0,1.163410556455725e-16,0.0,0.0,0.0,0.0,0.0,3.137934760669993e-17,1.4311874920647308e-16,1.8313952699445917e-16,1.4137519908154773e-16,0.0,2.483683051925128e-17,1.455741823267224e-16,0.0,0.0,8.744335268972028e-16,7.029027281762313e-18,3.330101552025946e-20,0.0,6.042072091535413e-19,7.4668829226291e-17,0.0,5.042832983248734e-21,0.0,0.0,1.130136183693773e-16,0.0,0.0,4.737012326489529e-17,0.0,0.0,7.296298621656277e-19,0.9999999998527334,1.96500835621735e-15,0.0,0.0,0.0,1.7735176927875853e-15,0.0,0.0,0.0,0.0,0.0,0.0,7.669674667560008e-18,0.0,0.0,1.8997690879476047e-19,0.0,0.0,1.181589983346355e-17,0.0,0.0,7.063924744320893e-17,2.4375761872299135e-16,0.0,0.0,0.0,5.162755411570877e-24,6.837994817185632e-25,1.370399947399838e-19,0.0,1.6551721026460116e-21,0.0,1.7637700311415997e-24,0.0,0.0,7.131464173600372e-16,0.0,0.0,2.9393185897103986e-15,0.0,0.0,0.0,2.2481965665383033e-18,0.0,2.135036425744273e-15,2.1825169193225702e-16,1.8523000848868593e-21,0.0,0.0,0.0,3.986711924264893e-19,2.26513570171138e-16,1.0340438620917862e-18,4.9228011215573594e-17
0.0036363636363636364,0.6401265427582296,31.706203662649894,-30564.367957524748,299.9999999999981,4.640330893871888,1.9108621689202828e-13,4.978894818586323e-16,1.8481369335325e-23,0.0,6.517847308580549e-09,0.0,5.59909570070347e-25,0.0,2.9213075811071105e-14,0.0,2.2742527881637626e-17,2.3596218477359766e-15,1.564158193712318e-14,6.97589488639678e-15,0.0,3.895079595608343e-20,1.627397460928666e-14,0.0,4.373257336319791e-16,5.008906097978607e-17,1.7858125503867817e-15,0.0,0.0,0.0,0.0,0.0,8.988600400025494e-19,0.0,0.0,1.3454684128507018e-16,0.0,1.1670613850055714e-16,0.0,0.0,0.0,0.0,0.0,3.137981728602303e-17,1.43120069964616e-16,1.8314022429410492e-16,1.413752273873422e-16,0.0,8.782021169119406e-18,1.4562253063358475e-16,0.0,0.0,8.74433608777184e-16,7.029035394042338e-18,2.2122445629687243e-19,0.0,6.042072470540467e-19,7.466891829679333e-17,0.0,5.0449739643424625e-21,0.0,0.0,1.13013689421618e-16,0.0,0.0,4.737012295696535e-17,0.0,1.2851544765912744e-22,7.2962980377516e-19,0.9999999934818761,1.9635303490412706e-15,4.9729036614484124e-23,0.0,0.0,1.772663072851376e-15,0.0,0.0,0.0,0.0,0.0,0.0,7.669721992850692e-18,0.0,0.0,1.8998893413064231e-19,0.0,0.0,1.1094324022514594e-17,0.0,0.0,7.063924740175722e-17,2.4360377344913764e-16,0.0,0.0,0.0,5.046004775225369e-24,6.654164318068936e-25,1.3704080531878555e-19,0.0,1.6551756393680315e-21,0.0,2.202177178939156e-24,0.0,0.0,7.130771884980444e-16,0.0,0.0,2.939621766138272e-15,0.0,0.0,8.470239480441657e-18,2.2490414015805247e-18,0.0,2.1350410792452627e-15,2.1824990851310977e-16,5.559474889276517e-19,0.0,0.0,0.0,3.991295314697305e-19,2.267465573858328e-16,1.0340426526826099e-18,4.92278547615591e-17
0.005454545454545455,0.4960075756980816,47.55930659420866,-30564.367957524748,300.00000000000483,4.640329758660538,3.3907440211117564e-11,9.89501330175423e-14,0.0,0.0,2.5551822925339576e-07,0.0,5.0885446451971645e-28,0.0,4.8876079233206796e-12,0.0,2.371887400104991e-17,2.3696491215669435e-15,2.7989288475620287e-12,7.174495976968673e-15,6.726305267475194e-14,3.1861106560729617e-17,2.7266319982587683e-12,7.414760824311343e-14,5.630948824555844e-16,5.297802414030482e-17,8.273693494354908e-15,0.0,0.0,0.0,0.0,7.296665329691626e-14,2.549042775244472e-16,6.449645017763995e-16,0.0,1.3784123476118043e-16,3.0657761476163967e-17,1.1872988962429738e-16,0.0,5.381796004283954e-16,4.133603774665163e-15,0.0,0.0,3.154057370938902e-17,1.435773124672236e-16,1.8343585864551304e-16,1.4138936965484718e-16,0.0,0.0,1.6399736849687007e-16,0.0,1.7475082953667118e-16,8.74494308991862e-16,7.033008525820743e-18,2.0539434005491903e-18,0.0,6.042273736753412e-19,7.471443660106933e-17,0.0,5.049039453861625e-21,0.0,0.0,1.130484500310261e-16,0.0,0.0,4.737011486955543e-17,0.0,1.2815855409759078e-19,7.29629630593426e-19,0.9999997444370984,1.9073558085884954e-15,4.994113990465161e-23,0.0,0.0,1.825355495317299e-15,1.0011740639848097e-21,0.0,0.0,0.0,0.0,0.0,7.671952753372527e-18,0.0,0.0,1.9435387878270036e-19,0.0,0.0,1.0235011319215547e-17,0.0,0.0,7.063999559690174e-17,2.434100729792618e-16,0.0,0.0,0.0,4.9810937611298154e-24,6.433195610479937e-25,1.374320077673682e-19,0.0,1.65706252931168e-21,0.0,2.273862433886888e-24,0.0,0.0,7.361313206985019e-16,0.0,0.0,2.9730680561815124e-15,0.0,0.0,1.5940150557861809e-15,2.4573902163907085e-18,0.0,2.1359144873581466e-15,2.1816981693032933e-16,1.5013468482424273e-16,0.0,0.0,0.0,5.212992536997029e-19,2.888478593733282e-16,1.0340522776350836e-18,4.92278123796373e-17
0.006363636363636364,0.4023314218382051,55.48587265577956,-30564.367957524748,300.00000000128915,4.640316621669669,1.7808631917695233e-09,6.031549237000144e-12,0.0,2.915669778979345e-15,3.1356186693505217e-06,2.726602337407615e-25,1.115779574775478e-25,0.0,2.6666448429056954e-10,0.0,9.965597582502123e-17,1.9358149455215626e-15,1.480065175878387e-10,2.2847008614284423e-14,5.334858555252621e-12,2.7028690904196376e-15,1.2646869190336886e-10,4.822847219080246e-12,1.0757777331593924e-14,3.325433281978946e-16,5.010456164819325e-13,0.0,0.0,0.0,0.0,4.801765580762774e-12,2.1477642093680185e-14,7.967954875781014e-14,2.93796014263188e-14,3.4532740332405944e-16,6.467146911069753e-17,2.699059997985276e-16,0.0,7.276787536510377e-14,4.1720963556976817e-13,0.0,5.81225320476726e-19,4.7570881051725146e-17,1.8955565279093729e-16,2.1967945144710296e-16,1.4338806540613498e-16,0.0,4.670049168202178e-16,2.1969822353829936e-15,9.46723923212003e-16,2.2776135161817103e-14,8.831310763978642e-16,7.596658773114665e-18,1.9689076795718928e-16,0.0,6.070893839470141e-19,8.147776448074662e-17,0.0,5.255293364073245e-21,0.0,0.0,1.1795286668515532e-16,9.46542291578218e-16,0.0,4.7370640327422735e-17,0.0,2.2977746292602764e-17,7.296312211024233e-19,0.9999968620369426,1.5870182883166197e-15,4.0797129353761154e-23,0.0,7.299183864064849e-29,9.50026308436115e-15,5.508736252880853e-20,1.7199651736168626e-19,0.0,5.23781583683858e-41,4.318319430383756e-18,5.871915249590955e-16,7.931763204258142e-18,1.207808628259005e-16,0.0,6.556144794031296e-19,0.0,0.0,9.731016279452087e-18,1.0835472568415454e-18,0.0,7.073437736679951e-17,2.43363311451876e-16,6.731891642104075e-25,3.4565426286124955e-18,0.0,1.8347769651532834e-23,6.320564248345804e-25,1.9212687798128876e-19,2.034371594906772e-20,1.949148462354075e-21,0.0,2.2774304882080858e-24,0.0,0.0,2.5643136886109364e-15,0.0,0.0,4.052232266998802e-15,7.269673732172855e-14,0.0,8.598916756798596e-14,1.742031343870356e-17,0.0,2.1836342963715514e-15,2.174915783966425e-16,1.1937191349427565e-14,0.0,0.0,4.3057263843126494e-15,1.0008884551442484e-17,5.1115764112086406e-15,1.034425718453652e-18,4.922721374836473e-17
0.007272727272727273,0.2942547217315099,63.41273962728128,-30564.367957524748,300.00000026768373,4.640145892235846,1.0047565985401884e-07,3.9538161532292096e-10,7.664374180395163e-22,2.0314389543546906e-13,4.048633392419789e-05,5.2134525016649e-22,4.133141373798121e-22,9.615266877448459e-15,1.5641312411586677e-08,0.0,6.515987628278293e-15,8.149506038908658e-17,8.407729319209595e-09,1.3649622844332939e-12,4.534083463504099e-10,1.8666238828674817e-13,6.293197055635126e-09,3.264132852235016e-10,9.047606222541504e-13,2.318763281350172e-14,4.12348523592221e-11,0.0,1.720618771904178e-14,0.0,0.0,3.385365442592209e-10,2.0973893248954007e-12,7.80268699625243e-12,3.1188712706555512e-12,2.0340313543194223e-14,9.480102316004327e-16,1.57862736230441e-14,2.2442986072525553e-15,7.0649991505796894e-12,3.982863336932606e-11,1.6260230384328887e-16,9.889978081640904e-17,1.7836518394186684e-15,5.2104816234655834e-15,5.0410826384789616e-15,4.491162653024257e-16,4.712172125953882e-16,5.864459819641176e-14,2.4639041888158893e-13,1.4119943895781043e-13,2.932666221350132e-12,2.212023584637025e-15,9.430073294767184e-17,2.5908385615187103e-14,3.131934765805745e-16,1.045621472154339e-18,1.1710285924822464e-15,6.430587228325404e-16,4.061237450506526e-20,7.638706925434812e-18,0.0,8.680259879310164e-16,1.566152643186055e-13,1.0041563436485379e-15,4.7479264641118744e-17,1.2739270777678826e-16,4.443795921308261e-15,7.303604195946242e-19,0.9999593812147688,3.759745391969464e-16,1.717090818872176e-24,3.029843959650725e-16,3.522156211340673e-26,5.567246397657321e-13,3.2720046458258526e-18,2.8309531578340865e-17,0.0,8.612801956556371e-39,5.180228844667009e-16,1.52015336546891e-13,4.153906352564422e-17,1.2158429408684523e-14,0.0,5.358263306250423e-17,0.0,4.506361735031396e-16,9.12638857802516e-18,1.7302100370650158e-16,2.0776216730023396e-15,8.33753343089771e-17,2.5275026930581193e-16,6.194379128552867e-22,8.711614087930934e-16,4.6072816439036976e-26,2.3932496486259446e-21,9.013143525743287e-25,8.486833380503885e-18,3.472539084891278e-18,5.0972659423417845e-20,1.098631443216672e-15,2.3308316823750425e-24,1.1455269972529994e-23,2.8837335276432478e-18,2.4173742598719206e-13,0.0,0.0,4.220430513266336e-14,4.366219741744074e-12,0.0,4.983029551981214e-12,1.1864428251372e-15,3.8699001716331535e-15,5.023961857127034e-15,2.07648003552677e-16,1.0222954008159424e-12,1.9636101056903333e-15,0.0,3.722030440444392e-13,8.112106750835602e-16,4.12378395457982e-13,1.050438368712985e-18,4.9211456668021547e-17
0.007727272727272728,0.23484205628718088,67.37712785333234,-30564.367957524748,300.0000154973182,4.639494370156741,1.6518736901910208e-06,7.49087732692671e-09,4.436263064635697e-18,3.4772286430329535e-12,0.0001817555530943131,4.717063452251521e-14,1.444131509616985e-19,1.7423611435433345e-13,2.6674764186572114e-07,0.0,1.5664525270347707e-13,0.0,1.391192797469435e-07,3.3186639774085455e-11,1.100705266048365e-08,3.3503879687779433e-12,9.196543888060525e-08,6.371643118714831e-09,2.2605753625700522e-11,5.3978751818358e-13,9.744087034615291e-10,1.078655517785511e-18,5.393685824004199e-13,0.0,1.5531463768728167e-16,6.873091755811432e-09,6.006043438271334e-11,2.1650693344169738e-10,8.660821510248315e-11,5.547951483599184e-13,1.7963786762741244e-14,4.567466388486411e-13,8.17475233068804e-14,1.9427417276645948e-10,1.0799371028940165e-09,6.974178629017666e-15,3.687220190581678e-15,5.373782959472073e-14,1.5670861602225498e-13,1.8202054910827462e-13,1.3340791542007404e-14,2.041692150520161e-14,1.9919612746035707e-12,8.345438492559132e-12,4.765047058281984e-12,1.0633251820783017e-10,5.857154501084427e-14,3.771417725928316e-15,9.628837720174682e-13,1.2497650767649678e-14,1.9562043542620692e-17,4.955136006198076e-14,3.147050619660333e-14,1.7267571772671588e-18,3.587037407005415e-16,2.7175112391155952e-17,3.2495176719217176e-14,6.749650733527986e-12,5.642101020904418e-14,5.249448398828302e-17,7.13086390177002e-15,2.400053036039504e-13,7.719936986048074e-19,0.9998160599621081,3.862650854937656e-17,0.0,7.671362733069686e-15,5.970480180227283e-24,1.1486256224991843e-11,9.173095716721214e-17,8.214123715941486e-16,1.373990824312976e-16,2.499066206669215e-37,1.5080103777278532e-14,3.625072498311672e-12,1.2413696309325706e-15,3.339392392047536e-13,5.090311327551719e-15,1.7310207882713377e-15,2.890838518782517e-17,1.5869895243022157e-14,1.0571535379600414e-17,7.567253590620266e-15,8.431262425805097e-14,5.496541813700845e-16,5.97056035386131e-16,1.0549483655127283e-19,3.922216483666462e-14,2.163562796375303e-24,1.1860732333441378e-19,1.4940777656524532e-23,3.5533343537120636e-16,1.4332448608474363e-16,2.3184920584466187e-18,6.556987372690769e-14,3.529481292629747e-23,7.987698208205517e-22,6.132497998508084e-16,1.0344065018710456e-11,0.0,0.0,4.2072983932239125e-13,7.438105675694784e-11,1.386583750365683e-29,8.401484861110587e-11,2.649775729892857e-14,1.0294265257241106e-13,5.2023670178481645e-14,1.8362773757827115e-16,2.5002053468686497e-11,5.337672568733365e-14,0.0,8.97539303537557e-12,1.9547122024556972e-14,9.936215168882814e-12,1.3561816697273582e-18,4.908556627583546e-17
0.007954545454545455,0.20382274061777902,69.36059220225502,-30564.367957524748,300.0000171553626,4.638280782847144,1.1847606482850515e-05,6.121290079843393e-08,2.579656304991197e-21,2.5817662310348377e-11,0.0004373773128486964,0.0,0.0,1.3225907601837339e-12,1.978452772701396e-06,0.0,1.6031737787961432e-12,1.5150227829975808e-17,1.0036564068632503e-06,3.43768831289556e-10,1.1335161993059626e-07,3.142434216450378e-12,5.925725026286932e-07,5.352618965530894e-08,2.3929112685058093e-10,5.353527166988673e-12,9.78360999280962e-09,4.959934135900358e-17,6.708896203068588e-12,8.939563901224948e-16,3.751896759087896e-15,5.999963794238852e-08,7.668214930221637e-10,2.5293916240888595e-09,1.0118340839791703e-09,6.415209746461679e-12,1.578430478037411e-13,5.589086390571909e-12,1.2198859554210237e-12,2.2502895461663214e-09,1.2343999998970221e-08,1.0891498638722368e-13,5.701540091400174e-14,6.89672249477049e-13,2.026001894557567e-12,2.827053735574752e-12,2.340921631602158e-13,3.591689760390539e-13,2.819944868289468e-11,1.1794902434764253e-10,6.697290915676067e-11,1.603296616315164e-09,1.0291240990499753e-12,6.709396924168835e-14,1.486737411753528e-11,1.9529027540919154e-13,3.3703862203792093e-16,9.211842526870497e-13,6.287892855490565e-13,3.435529904985523e-17,6.885082955636547e-15,6.133111545106977e-16,5.740499185621798e-13,1.2013663712829052e-10,1.0025754753738761e-12,1.4506158803358692e-16,1.3735294537130747e-13,5.318562001094837e-12,1.7017495202409006e-18,0.999546879345272,2.927891123969811e-18,3.138757349751817e-25,7.864517667916402e-14,2.5302118748649867e-22,0.0,1.6496829574234236e-15,9.978641849711989e-15,2.4646460762293946e-15,3.035929042044969e-36,1.837594520571596e-13,3.644901388301188e-11,1.869184797293885e-14,3.862467468896916e-12,7.174157744231189e-14,2.34456369315646e-14,6.019453199664848e-16,2.233157898298974e-13,4.370742595700881e-17,1.3656928782471066e-13,1.3189747062371586e-12,7.550482775739182e-15,5.661354148364601e-15,5.1694593264626154e-18,7.271106082522042e-13,4.153261753393834e-23,2.4033994098635413e-18,2.9232041621094713e-22,6.2460118028196614e-15,2.445721004369923e-15,4.484404311564936e-17,1.451755276451008e-12,6.236928726752434e-21,1.8292779388168618e-20,1.398147990925017e-14,0.0,0.0,9.862073459144357e-17,2.0329607627153613e-12,5.509387546044844e-10,0.0,6.166379138840221e-10,2.5275069795479276e-13,1.0645076129302451e-12,3.7642666362911157e-13,1.554128035949404e-16,2.592762790639164e-10,5.62748748968701e-13,0.0,9.182657421425707e-11,1.9997931038313513e-13,1.0165349938662231e-10,4.322061090087733e-18,4.8631108303660964e-17
0.008181818181818182,0.17197818028544018,71.34834301051693,-30564.367957524748,300.00006002531336,4.634959862028703,9.365048560849977e-05,5.543327452516187e-07,2.185253859003293e-21,2.1156944228939413e-10,0.001080128854775995,9.208684875335096e-14,3.835094585856529e-22,1.1071418079714038e-11,1.619627050341784e-05,1.8337679473909575e-15,1.8335943554378113e-11,1.4235624831008663e-21,7.982375485708062e-06,3.980944490303897e-09,1.3044883775328265e-06,5.0820436137176326e-12,4.18719117477189e-06,4.988544094148503e-07,2.8332382320859483e-09,5.926947731661048e-11,1.0967092109925096e-07,1.7328655907024865e-15,9.36256080338274e-11,1.7283169853778122e-14,5.3219271279119617e-14,5.806880312937271e-07,1.04256761996767e-08,3.315201539383214e-08,1.3261837413485713e-08,8.321526980543026e-11,1.5482992979853921e-12,7.68471171968723e-11,2.0545465520047038e-11,2.9234930729378116e-08,1.5819148155790719e-07,1.9165961003593937e-12,9.962096053591794e-13,9.96168112697861e-12,2.949249546709251e-11,4.9666737470262717e-11,4.699417807589692e-12,7.156568687908205e-12,4.5016755218329194e-10,1.8797973937592292e-09,1.0612488259839256e-09,2.7302096389932795e-08,2.077046688405181e-11,1.3550942500412496e-12,2.593967830668631e-10,3.444180755520835e-12,6.767045482741963e-15,1.9452556475562642e-11,1.4267589872725793e-11,7.774304393224469e-16,1.4997104153690802e-13,1.2406775314315184e-14,1.1528307826039909e-11,2.4234882474739287e-09,2.0086239183766428e-11,2.158013836870948e-15,2.9929148965414694e-12,1.3410390835821655e-10,2.605741691765439e-17,0.9987945060787676,6.435387351790929e-20,3.4702186541630174e-26,8.993121211549138e-13,1.1721060393158018e-20,0.0,3.595752957206431e-14,1.3613439998905693e-13,3.831193101989978e-14,4.141850825510406e-35,2.5122399934223254e-12,4.091434747038724e-10,3.196133736500631e-13,5.010555801162287e-11,1.0450329715273132e-12,3.5773486729778216e-13,1.0126768237311469e-14,3.5389757714247464e-12,7.474526752355491e-16,2.79291577162895e-12,2.3281271084007955e-11,1.3208277561912585e-13,9.414503092703121e-14,2.1532808189544963e-16,1.5289937879447524e-11,9.050085668159366e-22,5.5018877167470104e-17,6.696144996737306e-21,1.2444834161267068e-13,4.725946176076097e-14,9.852584121320045e-16,3.650996618375971e-11,4.52142335449471e-19,4.752837145546016e-19,3.5672236062572987e-13,4.121072376030725e-11,0.0,1.1582909104246229e-15,1.065606971846333e-11,4.503770030627993e-09,1.517481118479333e-27,4.993135865293721e-09,2.6874186289193876e-12,1.2264679833479103e-11,3.1031260164338206e-12,1.0496129933483243e-16,3.0054244174057833e-09,6.614771636626939e-12,0.0,1.0496436858610426e-09,2.2859006068714097e-12,1.1619689307616142e-09,3.873990218877552e-17,4.65249654358815e-17
0.00840909090909091,0.13940857894542777,73.35181805591873,-30564.367957524748,300.00103904004044,4.625552152305165,0.0006595372452641168,4.445853735274084e-06,2.7337392096050815e-19,1.543501947863256e-09,0.002542800238415402,3.092799480275379e-13,6.577038602698359e-20,8.234007362693706e-11,0.00011793969001221196,2.9330490916443436e-14,1.8405992879739368e-10,1.703704124929049e-23,5.6547891289089136e-05,4.0443593258528776e-08,1.317297064622297e-05,2.2726576954768333e-11,2.6502015756819685e-05,4.112667959001446e-06,2.9406195749604512e-08,5.766036441639786e-10,1.07976813570263e-06,5.718020787473472e-14,1.1390641738428369e-09,1.998478491379313e-13,6.342904988409288e-13,4.964794386638846e-06,1.2317108532744115e-07,3.7960443881033174e-07,1.5185360216550583e-07,9.433939714865956e-10,1.3416689054690428e-11,9.216974829976301e-10,3.000789797280747e-10,3.319077444809511e-07,1.7723629008106108e-06,2.9211175877372253e-11,1.5081385197022993e-11,1.2534017098009525e-10,3.7388025367139993e-10,7.55953944006516e-10,8.150907272445992e-11,1.2314864993265806e-10,6.241411608357192e-09,2.6020930155188658e-08,1.4608258542797788e-08,4.0309269523835235e-07,3.6222653213063523e-10,2.363298687411957e-11,3.921465344994817e-09,5.260788435627084e-11,1.1751306766976197e-13,3.5434865060267687e-10,2.78810984649946e-10,1.49442871954843e-14,2.8156980545741734e-12,2.1421094213900042e-13,1.9995737556125377e-10,4.221261397842008e-08,3.4738347898347504e-10,3.9354918569553934e-14,5.6197935358231755e-11,2.906205931925624e-09,5.674013239167537e-16,0.9965654312084459,3.2033912197084405e-22,2.9073958522256927e-24,9.024323121640086e-12,4.3118736569793244e-19,0.0,8.698127375306452e-13,1.620439180893904e-12,5.092041512578389e-13,4.931089807307207e-34,2.997193382211403e-11,4.035135558411906e-09,4.739411176097652e-12,5.680794777289072e-10,1.3159574018585916e-11,4.746294437819499e-12,1.4503287636482164e-13,4.871654077737615e-11,1.3431181372048512e-14,4.930477107848829e-11,3.5594030401011164e-10,2.0182809889077454e-12,1.3937530639807766e-12,8.269808611173409e-15,2.7735637209239407e-10,1.7021104638560662e-20,1.0858015979808426e-15,1.325207746213329e-19,2.141620682736401e-12,7.892709249951534e-13,1.865654196878304e-14,7.891429449371185e-10,2.6651604154059693e-17,1.0606276686704683e-17,7.824099558302123e-12,9.911619068883874e-10,0.0,6.054472982017637e-15,5.0888022302811494e-11,3.275201427183858e-08,3.638122702690336e-26,3.598306068701709e-08,2.5145733891313015e-11,1.2395167009600358e-10,2.284353367338981e-11,4.71157956044491e-17,3.056134767765527e-08,6.815560072742526e-11,0.0,1.0530562433035411e-08,2.2933320933545938e-11,1.1657464417678018e-08,3.817076551539145e-16,3.884565941082653e-17
